"SUID","Assembly","interaction","name","Regulator Gene","Regulatory function","selected","shared interaction","shared name","Strength","Target Gene"
"5771","hg19","regulates","STAT3 regulates FN1","STAT3","Metatargetome","false","regulates","STAT3 regulates FN1","155","FN1"
"5775","hg19","regulates","STAT3 regulates CDKN1A","STAT3","Metatargetome","false","regulates","STAT3 regulates CDKN1A","151","CDKN1A"
"5777","hg19","regulates","STAT3 regulates BCL6","STAT3","Metatargetome","false","regulates","STAT3 regulates BCL6","144","BCL6"
"5779","hg19","regulates","STAT3 regulates BCL3","STAT3","Metatargetome","false","regulates","STAT3 regulates BCL3","130","BCL3"
"5781","hg19","regulates","STAT3 regulates CCND2","STAT3","Metatargetome","false","regulates","STAT3 regulates CCND2","125","CCND2"
"5783","hg19","regulates","STAT3 regulates SOCS3","STAT3","Metatargetome","false","regulates","STAT3 regulates SOCS3","123","SOCS3"
"5785","hg19","regulates","STAT3 regulates CCND1","STAT3","Metatargetome","false","regulates","STAT3 regulates CCND1","122","CCND1"
"5787","hg19","regulates","STAT3 regulates ICAM1","STAT3","Metatargetome","false","regulates","STAT3 regulates ICAM1","120","ICAM1"
"5789","hg19","regulates","STAT3 regulates IRF1","STAT3","Metatargetome","false","regulates","STAT3 regulates IRF1","115","IRF1"
"5791","hg19","regulates","STAT3 regulates CCL2","STAT3","Metatargetome","false","regulates","STAT3 regulates CCL2","103","CCL2"
"5793","hg19","regulates","STAT3 regulates NR4A2","STAT3","Metatargetome","false","regulates","STAT3 regulates NR4A2","93","NR4A2"
"5795","hg19","regulates","STAT3 regulates COL1A2","STAT3","Metatargetome","false","regulates","STAT3 regulates COL1A2","87","COL1A2"
"5797","hg19","regulates","STAT3 regulates IRF8","STAT3","Metatargetome","false","regulates","STAT3 regulates IRF8","86","IRF8"
"5799","hg19","regulates","STAT3 regulates SOCS2","STAT3","Metatargetome","false","regulates","STAT3 regulates SOCS2","83","SOCS2"
"5801","hg19","regulates","STAT3 regulates EGR1","STAT3","Metatargetome","false","regulates","STAT3 regulates EGR1","82","EGR1"
"5803","hg19","regulates","STAT3 regulates SOCS1","STAT3","Metatargetome","false","regulates","STAT3 regulates SOCS1","81","SOCS1"
"5805","hg19","regulates","STAT3 regulates TIMP3","STAT3","Metatargetome","false","regulates","STAT3 regulates TIMP3","79","TIMP3"
"5807","hg19","regulates","STAT3 regulates AKT1","STAT3","Metatargetome","false","regulates","STAT3 regulates AKT1","75","AKT1"
"5809","hg19","regulates","STAT3 regulates FAS","STAT3","Metatargetome","false","regulates","STAT3 regulates FAS","75","FAS"
"5811","hg19","regulates","STAT3 regulates NRP1","STAT3","Metatargetome","false","regulates","STAT3 regulates NRP1","74","NRP1"
"5813","hg19","regulates","STAT3 regulates RELA","STAT3","Metatargetome","false","regulates","STAT3 regulates RELA","73","RELA"
"5815","hg19","regulates","STAT3 regulates STAT5A","STAT3","Metatargetome","false","regulates","STAT3 regulates STAT5A","72","STAT5A"
"5817","hg19","regulates","STAT3 regulates THBS1","STAT3","Metatargetome","false","regulates","STAT3 regulates THBS1","72","THBS1"
"5819","hg19","regulates","STAT3 regulates BCL2","STAT3","Metatargetome","false","regulates","STAT3 regulates BCL2","71","BCL2"
"5821","hg19","regulates","STAT3 regulates GJA1","STAT3","Metatargetome","false","regulates","STAT3 regulates GJA1","69","GJA1"
"5823","hg19","regulates","STAT3 regulates NUP62","STAT3","Metatargetome","false","regulates","STAT3 regulates NUP62","69","NUP62"
"5825","hg19","regulates","STAT3 regulates CXCL11","STAT3","Metatargetome","false","regulates","STAT3 regulates CXCL11","68","CXCL11"
"5827","hg19","regulates","STAT3 regulates GADD45B","STAT3","Metatargetome","false","regulates","STAT3 regulates GADD45B","68","GADD45B"
"5829","hg19","regulates","STAT3 regulates NFIL3","STAT3","Metatargetome","false","regulates","STAT3 regulates NFIL3","68","NFIL3"
"5831","hg19","regulates","STAT3 regulates IL2RA","STAT3","Metatargetome","false","regulates","STAT3 regulates IL2RA","67","IL2RA"
"5833","hg19","regulates","STAT3 regulates NR4A3","STAT3","Metatargetome","false","regulates","STAT3 regulates NR4A3","67","NR4A3"
"5835","hg19","regulates","STAT3 regulates SPARC","STAT3","Metatargetome","false","regulates","STAT3 regulates SPARC","67","SPARC"
"5837","hg19","regulates","STAT3 regulates FOS","STAT3","Metatargetome","false","regulates","STAT3 regulates FOS","66","FOS"
"5839","hg19","regulates","STAT3 regulates PIK3R1","STAT3","Metatargetome","false","regulates","STAT3 regulates PIK3R1","66","PIK3R1"
"5841","hg19","regulates","STAT3 regulates RARA","STAT3","Metatargetome","false","regulates","STAT3 regulates RARA","65","RARA"
"5843","hg19","regulates","STAT3 regulates SERPING1","STAT3","Metatargetome","false","regulates","STAT3 regulates SERPING1","62","SERPING1"
"5845","hg19","regulates","STAT3 regulates SHC1","STAT3","Metatargetome","false","regulates","STAT3 regulates SHC1","62","SHC1"
"5847","hg19","regulates","STAT3 regulates TIAL1","STAT3","Metatargetome","false","regulates","STAT3 regulates TIAL1","62","TIAL1"
"5849","hg19","regulates","STAT3 regulates CTGF","STAT3","Metatargetome","false","regulates","STAT3 regulates CTGF","61","CTGF"
"5851","hg19","regulates","STAT3 regulates HSPA8","STAT3","Metatargetome","false","regulates","STAT3 regulates HSPA8","60","HSPA8"
"5853","hg19","regulates","STAT3 regulates MAFF","STAT3","Metatargetome","false","regulates","STAT3 regulates MAFF","60","MAFF"
"5855","hg19","regulates","STAT3 regulates IRF2","STAT3","Metatargetome","false","regulates","STAT3 regulates IRF2","59","IRF2"
"5857","hg19","regulates","STAT3 regulates IGFBP4","STAT3","Metatargetome","false","regulates","STAT3 regulates IGFBP4","58","IGFBP4"
"5859","hg19","regulates","STAT3 regulates IGF2","STAT3","Metatargetome","false","regulates","STAT3 regulates IGF2","57","IGF2"
"5861","hg19","regulates","STAT3 regulates IRF9","STAT3","Metatargetome","false","regulates","STAT3 regulates IRF9","57","IRF9"
"5863","hg19","regulates","STAT3 regulates PDGFRA","STAT3","Metatargetome","false","regulates","STAT3 regulates PDGFRA","57","PDGFRA"
"5865","hg19","regulates","STAT3 regulates ATF3","STAT3","Metatargetome","false","regulates","STAT3 regulates ATF3","55","ATF3"
"5867","hg19","regulates","STAT3 regulates CCR1","STAT3","Metatargetome","false","regulates","STAT3 regulates CCR1","55","CCR1"
"5869","hg19","regulates","STAT3 regulates CD40LG","STAT3","Metatargetome","false","regulates","STAT3 regulates CD40LG","55","CD40LG"
"5871","hg19","regulates","STAT3 regulates AAAS","STAT3","Metatargetome","false","regulates","STAT3 regulates AAAS","54","AAAS"
"5873","hg19","regulates","STAT3 regulates VEGFA","STAT3","Metatargetome","false","regulates","STAT3 regulates VEGFA","54","VEGFA"
"5875","hg19","regulates","STAT3 regulates IGF1","STAT3","Metatargetome","false","regulates","STAT3 regulates IGF1","53","IGF1"
"5877","hg19","regulates","STAT3 regulates NR4A1","STAT3","Metatargetome","false","regulates","STAT3 regulates NR4A1","53","NR4A1"
"5879","hg19","regulates","STAT3 regulates RPS6KA2","STAT3","Metatargetome","false","regulates","STAT3 regulates RPS6KA2","53","RPS6KA2"
"5881","hg19","regulates","STAT3 regulates CD14","STAT3","Metatargetome","false","regulates","STAT3 regulates CD14","52","CD14"
"5883","hg19","regulates","STAT3 regulates COL1A1","STAT3","Metatargetome","false","regulates","STAT3 regulates COL1A1","52","COL1A1"
"5885","hg19","regulates","STAT3 regulates RUNX1","STAT3","Metatargetome","false","regulates","STAT3 regulates RUNX1","52","RUNX1"
"5887","hg19","regulates","STAT3 regulates TPR","STAT3","Metatargetome","false","regulates","STAT3 regulates TPR","52","TPR"
"5889","hg19","regulates","STAT3 regulates UBE2N","STAT3","Metatargetome","false","regulates","STAT3 regulates UBE2N","52","UBE2N"
"5891","hg19","regulates","STAT3 regulates CANX","STAT3","Metatargetome","false","regulates","STAT3 regulates CANX","51","CANX"
"5893","hg19","regulates","STAT3 regulates RPS19","STAT3","Metatargetome","false","regulates","STAT3 regulates RPS19","51","RPS19"
"5895","hg19","regulates","STAT3 regulates AATF","STAT3","Metatargetome","false","regulates","STAT3 regulates AATF","50","AATF"
"5897","hg19","regulates","STAT3 regulates ADM","STAT3","Metatargetome","false","regulates","STAT3 regulates ADM","50","ADM"
"5899","hg19","regulates","STAT3 regulates FGR","STAT3","Metatargetome","false","regulates","STAT3 regulates FGR","50","FGR"
"5901","hg19","regulates","STAT3 regulates VCAN","STAT3","Metatargetome","false","regulates","STAT3 regulates VCAN","50","VCAN"
"5903","hg19","regulates","STAT3 regulates ARPC1B","STAT3","Metatargetome","false","regulates","STAT3 regulates ARPC1B","49","ARPC1B"
"5905","hg19","regulates","STAT3 regulates CALD1","STAT3","Metatargetome","false","regulates","STAT3 regulates CALD1","49","CALD1"
"5907","hg19","regulates","STAT3 regulates ENPP2","STAT3","Metatargetome","false","regulates","STAT3 regulates ENPP2","49","ENPP2"
"5909","hg19","regulates","STAT3 regulates AIM2","STAT3","Metatargetome","false","regulates","STAT3 regulates AIM2","48","AIM2"
"5911","hg19","regulates","STAT3 regulates CREM","STAT3","Metatargetome","false","regulates","STAT3 regulates CREM","48","CREM"
"5913","hg19","regulates","STAT3 regulates MMP2","STAT3","Metatargetome","false","regulates","STAT3 regulates MMP2","48","MMP2"
"5915","hg19","regulates","STAT3 regulates POLR2A","STAT3","Metatargetome","false","regulates","STAT3 regulates POLR2A","48","POLR2A"
"5917","hg19","regulates","STAT3 regulates CDH11","STAT3","Metatargetome","false","regulates","STAT3 regulates CDH11","47","CDH11"
"5919","hg19","regulates","STAT3 regulates HSPD1","STAT3","Metatargetome","false","regulates","STAT3 regulates HSPD1","47","HSPD1"
"5921","hg19","regulates","STAT3 regulates PDE4B","STAT3","Metatargetome","false","regulates","STAT3 regulates PDE4B","47","PDE4B"
"5923","hg19","regulates","STAT3 regulates PLAU","STAT3","Metatargetome","false","regulates","STAT3 regulates PLAU","47","PLAU"
"5925","hg19","regulates","STAT3 regulates SYMPK","STAT3","Metatargetome","false","regulates","STAT3 regulates SYMPK","47","SYMPK"
"5927","hg19","regulates","STAT3 regulates BNIP3L","STAT3","Metatargetome","false","regulates","STAT3 regulates BNIP3L","46","BNIP3L"
"5929","hg19","regulates","STAT3 regulates HMGB1","STAT3","Metatargetome","false","regulates","STAT3 regulates HMGB1","46","HMGB1"
"5931","hg19","regulates","STAT3 regulates VDR","STAT3","Metatargetome","false","regulates","STAT3 regulates VDR","46","VDR"
"5933","hg19","regulates","STAT3 regulates ADA","STAT3","Metatargetome","false","regulates","STAT3 regulates ADA","45","ADA"
"5935","hg19","regulates","STAT3 regulates GSK3A","STAT3","Metatargetome","false","regulates","STAT3 regulates GSK3A","45","GSK3A"
"5937","hg19","regulates","STAT3 regulates PLSCR1","STAT3","Metatargetome","false","regulates","STAT3 regulates PLSCR1","45","PLSCR1"
"5939","hg19","regulates","STAT3 regulates SDC1","STAT3","Metatargetome","false","regulates","STAT3 regulates SDC1","45","SDC1"
"5941","hg19","regulates","STAT3 regulates WARS","STAT3","Metatargetome","false","regulates","STAT3 regulates WARS","45","WARS"
"5943","hg19","regulates","STAT3 regulates CISH","STAT3","Metatargetome","false","regulates","STAT3 regulates CISH","44","CISH"
"5945","hg19","regulates","STAT3 regulates HLA-C","STAT3","Metatargetome","false","regulates","STAT3 regulates HLA-C","44","HLA-C"
"5947","hg19","regulates","STAT3 regulates MYC","STAT3","Metatargetome","false","regulates","STAT3 regulates MYC","44","MYC"
"5949","hg19","regulates","STAT3 regulates ADAMTS1","STAT3","Metatargetome","false","regulates","STAT3 regulates ADAMTS1","43","ADAMTS1"
"5951","hg19","regulates","STAT3 regulates CDH1","STAT3","Metatargetome","false","regulates","STAT3 regulates CDH1","43","CDH1"
"5953","hg19","regulates","STAT3 regulates DUSP4","STAT3","Metatargetome","false","regulates","STAT3 regulates DUSP4","43","DUSP4"
"5955","hg19","regulates","STAT3 regulates ID2","STAT3","Metatargetome","false","regulates","STAT3 regulates ID2","43","ID2"
"5957","hg19","regulates","STAT3 regulates ID3","STAT3","Metatargetome","false","regulates","STAT3 regulates ID3","43","ID3"
"5959","hg19","regulates","STAT3 regulates KLF6","STAT3","Metatargetome","false","regulates","STAT3 regulates KLF6","43","KLF6"
"5961","hg19","regulates","STAT3 regulates CCND3","STAT3","Metatargetome","false","regulates","STAT3 regulates CCND3","42","CCND3"
"5963","hg19","regulates","STAT3 regulates CSF1","STAT3","Metatargetome","false","regulates","STAT3 regulates CSF1","42","CSF1"
"5965","hg19","regulates","STAT3 regulates EPHA2","STAT3","Metatargetome","false","regulates","STAT3 regulates EPHA2","42","EPHA2"
"5967","hg19","regulates","STAT3 regulates PROS1","STAT3","Metatargetome","false","regulates","STAT3 regulates PROS1","42","PROS1"
"5969","hg19","regulates","STAT3 regulates PTPRC","STAT3","Metatargetome","false","regulates","STAT3 regulates PTPRC","42","PTPRC"
"5971","hg19","regulates","STAT3 regulates RPL28","STAT3","Metatargetome","false","regulates","STAT3 regulates RPL28","42","RPL28"
"5973","hg19","regulates","STAT3 regulates SERPINH1","STAT3","Metatargetome","false","regulates","STAT3 regulates SERPINH1","42","SERPINH1"
"5975","hg19","regulates","STAT3 regulates TCF4","STAT3","Metatargetome","false","regulates","STAT3 regulates TCF4","42","TCF4"
"5977","hg19","regulates","STAT3 regulates ACVR1","STAT3","Metatargetome","false","regulates","STAT3 regulates ACVR1","41","ACVR1"
"5979","hg19","regulates","STAT3 regulates EHD1","STAT3","Metatargetome","false","regulates","STAT3 regulates EHD1","41","EHD1"
"5981","hg19","regulates","STAT3 regulates ZFP36","STAT3","Metatargetome","false","regulates","STAT3 regulates ZFP36","41","ZFP36"
"5983","hg19","regulates","STAT3 regulates CTNNB1","STAT3","Metatargetome","false","regulates","STAT3 regulates CTNNB1","40","CTNNB1"
"5985","hg19","regulates","STAT3 regulates EZH2","STAT3","Metatargetome","false","regulates","STAT3 regulates EZH2","40","EZH2"
"5987","hg19","regulates","STAT3 regulates PHB","STAT3","Metatargetome","false","regulates","STAT3 regulates PHB","40","PHB"
"5989","hg19","regulates","STAT3 regulates RAB31","STAT3","Metatargetome","false","regulates","STAT3 regulates RAB31","40","RAB31"
"5991","hg19","regulates","STAT3 regulates TWIST1","STAT3","Metatargetome","false","regulates","STAT3 regulates TWIST1","40","TWIST1"
"5993","hg19","regulates","STAT3 regulates AP2M1","STAT3","Metatargetome","false","regulates","STAT3 regulates AP2M1","39","AP2M1"
"5995","hg19","regulates","STAT3 regulates ITGA3","STAT3","Metatargetome","false","regulates","STAT3 regulates ITGA3","39","ITGA3"
"5997","hg19","regulates","STAT3 regulates MEF2C","STAT3","Metatargetome","false","regulates","STAT3 regulates MEF2C","39","MEF2C"
"5999","hg19","regulates","STAT3 regulates ABCA1","STAT3","Metatargetome","false","regulates","STAT3 regulates ABCA1","38","ABCA1"
"6001","hg19","regulates","STAT3 regulates ATM","STAT3","Metatargetome","false","regulates","STAT3 regulates ATM","38","ATM"
"6003","hg19","regulates","STAT3 regulates CAP1","STAT3","Metatargetome","false","regulates","STAT3 regulates CAP1","38","CAP1"
"6005","hg19","regulates","STAT3 regulates CD1D","STAT3","Metatargetome","false","regulates","STAT3 regulates CD1D","38","CD1D"
"6007","hg19","regulates","STAT3 regulates FOSL2","STAT3","Metatargetome","false","regulates","STAT3 regulates FOSL2","38","FOSL2"
"6009","hg19","regulates","STAT3 regulates GABBR1","STAT3","Metatargetome","false","regulates","STAT3 regulates GABBR1","38","GABBR1"
"6011","hg19","regulates","STAT3 regulates SNRPB","STAT3","Metatargetome","false","regulates","STAT3 regulates SNRPB","38","SNRPB"
"6013","hg19","regulates","STAT3 regulates TNC","STAT3","Metatargetome","false","regulates","STAT3 regulates TNC","38","TNC"
"6015","hg19","regulates","STAT3 regulates CYR61","STAT3","Metatargetome","false","regulates","STAT3 regulates CYR61","37","CYR61"
"6017","hg19","regulates","STAT3 regulates EPAS1","STAT3","Metatargetome","false","regulates","STAT3 regulates EPAS1","37","EPAS1"
"6019","hg19","regulates","STAT3 regulates FYN","STAT3","Metatargetome","false","regulates","STAT3 regulates FYN","37","FYN"
"6021","hg19","regulates","STAT3 regulates GRB10","STAT3","Metatargetome","false","regulates","STAT3 regulates GRB10","37","GRB10"
"6023","hg19","regulates","STAT3 regulates PAX6","STAT3","Metatargetome","false","regulates","STAT3 regulates PAX6","37","PAX6"
"6025","hg19","regulates","STAT3 regulates PLCE1","STAT3","Metatargetome","false","regulates","STAT3 regulates PLCE1","37","PLCE1"
"6027","hg19","regulates","STAT3 regulates SAA1","STAT3","Metatargetome","false","regulates","STAT3 regulates SAA1","37","SAA1"
"6029","hg19","regulates","STAT3 regulates BDNF","STAT3","Metatargetome","false","regulates","STAT3 regulates BDNF","36","BDNF"
"6031","hg19","regulates","STAT3 regulates HSPE1","STAT3","Metatargetome","false","regulates","STAT3 regulates HSPE1","36","HSPE1"
"6033","hg19","regulates","STAT3 regulates MAD2L1","STAT3","Metatargetome","false","regulates","STAT3 regulates MAD2L1","36","MAD2L1"
"6035","hg19","regulates","STAT3 regulates PFN1","STAT3","Metatargetome","false","regulates","STAT3 regulates PFN1","36","PFN1"
"6037","hg19","regulates","STAT3 regulates PIK3R2","STAT3","Metatargetome","false","regulates","STAT3 regulates PIK3R2","36","PIK3R2"
"6039","hg19","regulates","STAT3 regulates PRDM1","STAT3","Metatargetome","false","regulates","STAT3 regulates PRDM1","36","PRDM1"
"6041","hg19","regulates","STAT3 regulates PTHLH","STAT3","Metatargetome","false","regulates","STAT3 regulates PTHLH","36","PTHLH"
"6043","hg19","regulates","STAT3 regulates ARRB2","STAT3","Metatargetome","false","regulates","STAT3 regulates ARRB2","35","ARRB2"
"6045","hg19","regulates","STAT3 regulates C2","STAT3","Metatargetome","false","regulates","STAT3 regulates C2","35","C2"
"6047","hg19","regulates","STAT3 regulates GATA4","STAT3","Metatargetome","false","regulates","STAT3 regulates GATA4","35","GATA4"
"6049","hg19","regulates","STAT3 regulates PTPRK","STAT3","Metatargetome","false","regulates","STAT3 regulates PTPRK","35","PTPRK"
"6051","hg19","regulates","STAT3 regulates ACTN1","STAT3","Metatargetome","false","regulates","STAT3 regulates ACTN1","34","ACTN1"
"6053","hg19","regulates","STAT3 regulates ANK3","STAT3","Metatargetome","false","regulates","STAT3 regulates ANK3","34","ANK3"
"6055","hg19","regulates","STAT3 regulates BMP4","STAT3","Metatargetome","false","regulates","STAT3 regulates BMP4","34","BMP4"
"6057","hg19","regulates","STAT3 regulates CSNK2A1","STAT3","Metatargetome","false","regulates","STAT3 regulates CSNK2A1","34","CSNK2A1"
"6059","hg19","regulates","STAT3 regulates CYP1B1","STAT3","Metatargetome","false","regulates","STAT3 regulates CYP1B1","34","CYP1B1"
"6061","hg19","regulates","STAT3 regulates EGR3","STAT3","Metatargetome","false","regulates","STAT3 regulates EGR3","34","EGR3"
"6063","hg19","regulates","STAT3 regulates FGA","STAT3","Metatargetome","false","regulates","STAT3 regulates FGA","34","FGA"
"6065","hg19","regulates","STAT3 regulates NFKBIZ","STAT3","Metatargetome","false","regulates","STAT3 regulates NFKBIZ","34","NFKBIZ"
"6067","hg19","regulates","STAT3 regulates PPARD","STAT3","Metatargetome","false","regulates","STAT3 regulates PPARD","34","PPARD"
"6069","hg19","regulates","STAT3 regulates PSMD3","STAT3","Metatargetome","false","regulates","STAT3 regulates PSMD3","34","PSMD3"
"6071","hg19","regulates","STAT3 regulates RAB11B","STAT3","Metatargetome","false","regulates","STAT3 regulates RAB11B","34","RAB11B"
"6073","hg19","regulates","STAT3 regulates SF3B2","STAT3","Metatargetome","false","regulates","STAT3 regulates SF3B2","34","SF3B2"
"6075","hg19","regulates","STAT3 regulates TPM1","STAT3","Metatargetome","false","regulates","STAT3 regulates TPM1","34","TPM1"
"6077","hg19","regulates","STAT3 regulates TRIB1","STAT3","Metatargetome","false","regulates","STAT3 regulates TRIB1","34","TRIB1"
"6079","hg19","regulates","STAT3 regulates COL3A1","STAT3","Metatargetome","false","regulates","STAT3 regulates COL3A1","33","COL3A1"
"6081","hg19","regulates","STAT3 regulates FOXA3","STAT3","Metatargetome","false","regulates","STAT3 regulates FOXA3","33","FOXA3"
"6083","hg19","regulates","STAT3 regulates NFATC2","STAT3","Metatargetome","false","regulates","STAT3 regulates NFATC2","33","NFATC2"
"6085","hg19","regulates","STAT3 regulates NR1D1","STAT3","Metatargetome","false","regulates","STAT3 regulates NR1D1","33","NR1D1"
"6087","hg19","regulates","STAT3 regulates PDGFRB","STAT3","Metatargetome","false","regulates","STAT3 regulates PDGFRB","33","PDGFRB"
"6089","hg19","regulates","STAT3 regulates TFAP2C","STAT3","Metatargetome","false","regulates","STAT3 regulates TFAP2C","33","TFAP2C"
"6091","hg19","regulates","STAT3 regulates U2AF2","STAT3","Metatargetome","false","regulates","STAT3 regulates U2AF2","33","U2AF2"
"6093","hg19","regulates","STAT3 regulates C1S","STAT3","Metatargetome","false","regulates","STAT3 regulates C1S","32","C1S"
"6095","hg19","regulates","STAT3 regulates C3","STAT3","Metatargetome","false","regulates","STAT3 regulates C3","32","C3"
"6097","hg19","regulates","STAT3 regulates CD2BP2","STAT3","Metatargetome","false","regulates","STAT3 regulates CD2BP2","32","CD2BP2"
"6099","hg19","regulates","STAT3 regulates CFL1","STAT3","Metatargetome","false","regulates","STAT3 regulates CFL1","32","CFL1"
"6101","hg19","regulates","STAT3 regulates CHD3","STAT3","Metatargetome","false","regulates","STAT3 regulates CHD3","32","CHD3"
"6103","hg19","regulates","STAT3 regulates EDN2","STAT3","Metatargetome","false","regulates","STAT3 regulates EDN2","32","EDN2"
"6105","hg19","regulates","STAT3 regulates FBN1","STAT3","Metatargetome","false","regulates","STAT3 regulates FBN1","32","FBN1"
"6107","hg19","regulates","STAT3 regulates FOXP3","STAT3","Metatargetome","false","regulates","STAT3 regulates FOXP3","32","FOXP3"
"6109","hg19","regulates","STAT3 regulates IL7R","STAT3","Metatargetome","false","regulates","STAT3 regulates IL7R","32","IL7R"
"6111","hg19","regulates","STAT3 regulates KLF9","STAT3","Metatargetome","false","regulates","STAT3 regulates KLF9","32","KLF9"
"6113","hg19","regulates","STAT3 regulates MME","STAT3","Metatargetome","false","regulates","STAT3 regulates MME","32","MME"
"6115","hg19","regulates","STAT3 regulates MYCN","STAT3","Metatargetome","false","regulates","STAT3 regulates MYCN","32","MYCN"
"6117","hg19","regulates","STAT3 regulates PTK2B","STAT3","Metatargetome","false","regulates","STAT3 regulates PTK2B","32","PTK2B"
"6119","hg19","regulates","STAT3 regulates STC1","STAT3","Metatargetome","false","regulates","STAT3 regulates STC1","32","STC1"
"6121","hg19","regulates","STAT3 regulates ZNF226","STAT3","Metatargetome","false","regulates","STAT3 regulates ZNF226","32","ZNF226"
"6123","hg19","regulates","STAT3 regulates ZNF384","STAT3","Metatargetome","false","regulates","STAT3 regulates ZNF384","32","ZNF384"
"6125","hg19","regulates","STAT3 regulates CITED2","STAT3","Metatargetome","false","regulates","STAT3 regulates CITED2","31","CITED2"
"6127","hg19","regulates","STAT3 regulates CXCL14","STAT3","Metatargetome","false","regulates","STAT3 regulates CXCL14","31","CXCL14"
"6129","hg19","regulates","STAT3 regulates EDNRA","STAT3","Metatargetome","false","regulates","STAT3 regulates EDNRA","31","EDNRA"
"6131","hg19","regulates","STAT3 regulates ERBB2","STAT3","Metatargetome","false","regulates","STAT3 regulates ERBB2","31","ERBB2"
"6133","hg19","regulates","STAT3 regulates GNB2","STAT3","Metatargetome","false","regulates","STAT3 regulates GNB2","31","GNB2"
"6135","hg19","regulates","STAT3 regulates IDO1","STAT3","Metatargetome","false","regulates","STAT3 regulates IDO1","31","IDO1"
"6137","hg19","regulates","STAT3 regulates INHBA","STAT3","Metatargetome","false","regulates","STAT3 regulates INHBA","31","INHBA"
"6139","hg19","regulates","STAT3 regulates SLC16A3","STAT3","Metatargetome","false","regulates","STAT3 regulates SLC16A3","31","SLC16A3"
"6141","hg19","regulates","STAT3 regulates SMNDC1","STAT3","Metatargetome","false","regulates","STAT3 regulates SMNDC1","31","SMNDC1"
"6143","hg19","regulates","STAT3 regulates SPHK1","STAT3","Metatargetome","false","regulates","STAT3 regulates SPHK1","31","SPHK1"
"6145","hg19","regulates","STAT3 regulates UBD","STAT3","Metatargetome","false","regulates","STAT3 regulates UBD","31","UBD"
"6147","hg19","regulates","STAT3 regulates AP2A1","STAT3","Metatargetome","false","regulates","STAT3 regulates AP2A1","30","AP2A1"
"6149","hg19","regulates","STAT3 regulates DRAM1","STAT3","Metatargetome","false","regulates","STAT3 regulates DRAM1","30","DRAM1"
"6151","hg19","regulates","STAT3 regulates DUSP6","STAT3","Metatargetome","false","regulates","STAT3 regulates DUSP6","30","DUSP6"
"6153","hg19","regulates","STAT3 regulates EHMT2","STAT3","Metatargetome","false","regulates","STAT3 regulates EHMT2","30","EHMT2"
"6155","hg19","regulates","STAT3 regulates EIF2AK2","STAT3","Metatargetome","false","regulates","STAT3 regulates EIF2AK2","30","EIF2AK2"
"6157","hg19","regulates","STAT3 regulates ELMO1","STAT3","Metatargetome","false","regulates","STAT3 regulates ELMO1","30","ELMO1"
"6159","hg19","regulates","STAT3 regulates ETS1","STAT3","Metatargetome","false","regulates","STAT3 regulates ETS1","30","ETS1"
"6161","hg19","regulates","STAT3 regulates FAP","STAT3","Metatargetome","false","regulates","STAT3 regulates FAP","30","FAP"
"6163","hg19","regulates","STAT3 regulates HLA-DMB","STAT3","Metatargetome","false","regulates","STAT3 regulates HLA-DMB","30","HLA-DMB"
"6165","hg19","regulates","STAT3 regulates IFI35","STAT3","Metatargetome","false","regulates","STAT3 regulates IFI35","30","IFI35"
"6167","hg19","regulates","STAT3 regulates MT2A","STAT3","Metatargetome","false","regulates","STAT3 regulates MT2A","30","MT2A"
"6169","hg19","regulates","STAT3 regulates NFKB2","STAT3","Metatargetome","false","regulates","STAT3 regulates NFKB2","30","NFKB2"
"6171","hg19","regulates","STAT3 regulates NOTCH1","STAT3","Metatargetome","false","regulates","STAT3 regulates NOTCH1","30","NOTCH1"
"6173","hg19","regulates","STAT3 regulates SYK","STAT3","Metatargetome","false","regulates","STAT3 regulates SYK","30","SYK"
"6175","hg19","regulates","STAT3 regulates TBX3","STAT3","Metatargetome","false","regulates","STAT3 regulates TBX3","30","TBX3"
"6177","hg19","regulates","STAT3 regulates TNFRSF1B","STAT3","Metatargetome","false","regulates","STAT3 regulates TNFRSF1B","30","TNFRSF1B"
"6179","hg19","regulates","STAT3 regulates ZNF225","STAT3","Metatargetome","false","regulates","STAT3 regulates ZNF225","30","ZNF225"
"6181","hg19","regulates","STAT3 regulates ARPC2","STAT3","Metatargetome","false","regulates","STAT3 regulates ARPC2","29","ARPC2"
"6183","hg19","regulates","STAT3 regulates CD69","STAT3","Metatargetome","false","regulates","STAT3 regulates CD69","29","CD69"
"6185","hg19","regulates","STAT3 regulates CRLF1","STAT3","Metatargetome","false","regulates","STAT3 regulates CRLF1","29","CRLF1"
"6187","hg19","regulates","STAT3 regulates FLI1","STAT3","Metatargetome","false","regulates","STAT3 regulates FLI1","29","FLI1"
"6189","hg19","regulates","STAT3 regulates GBP1","STAT3","Metatargetome","false","regulates","STAT3 regulates GBP1","29","GBP1"
"6191","hg19","regulates","STAT3 regulates H1F0","STAT3","Metatargetome","false","regulates","STAT3 regulates H1F0","29","H1F0"
"6193","hg19","regulates","STAT3 regulates HMOX1","STAT3","Metatargetome","false","regulates","STAT3 regulates HMOX1","29","HMOX1"
"6195","hg19","regulates","STAT3 regulates IRF2BP1","STAT3","Metatargetome","false","regulates","STAT3 regulates IRF2BP1","29","IRF2BP1"
"6197","hg19","regulates","STAT3 regulates LTBP2","STAT3","Metatargetome","false","regulates","STAT3 regulates LTBP2","29","LTBP2"
