"SUID","Assembly","interaction","name","Regulator Gene","Regulatory function","selected","shared interaction","shared name","Strength","Target Gene"
"8296","hg19","regulates","STAT3 regulates LRRC32","STAT3","Metatargetome","false","regulates","STAT3 regulates LRRC32","9","LRRC32"
"8298","hg19","regulates","STAT3 regulates LRRTM2","STAT3","Metatargetome","false","regulates","STAT3 regulates LRRTM2","9","LRRTM2"
"8300","hg19","regulates","STAT3 regulates LSP1","STAT3","Metatargetome","false","regulates","STAT3 regulates LSP1","9","LSP1"
"8302","hg19","regulates","STAT3 regulates LZTS2","STAT3","Metatargetome","false","regulates","STAT3 regulates LZTS2","9","LZTS2"
"8304","hg19","regulates","STAT3 regulates MC2R","STAT3","Metatargetome","false","regulates","STAT3 regulates MC2R","9","MC2R"
"8306","hg19","regulates","STAT3 regulates MED15","STAT3","Metatargetome","false","regulates","STAT3 regulates MED15","9","MED15"
"8308","hg19","regulates","STAT3 regulates MGST3","STAT3","Metatargetome","false","regulates","STAT3 regulates MGST3","9","MGST3"
"8310","hg19","regulates","STAT3 regulates MMP14","STAT3","Metatargetome","false","regulates","STAT3 regulates MMP14","9","MMP14"
"8312","hg19","regulates","STAT3 regulates MMRN2","STAT3","Metatargetome","false","regulates","STAT3 regulates MMRN2","9","MMRN2"
"8314","hg19","regulates","STAT3 regulates MOBKL2B","STAT3","Metatargetome","false","regulates","STAT3 regulates MOBKL2B","9","MOBKL2B"
"8316","hg19","regulates","STAT3 regulates MOBKL2C","STAT3","Metatargetome","false","regulates","STAT3 regulates MOBKL2C","9","MOBKL2C"
"8318","hg19","regulates","STAT3 regulates MPP6","STAT3","Metatargetome","false","regulates","STAT3 regulates MPP6","9","MPP6"
"8320","hg19","regulates","STAT3 regulates NEUROD2","STAT3","Metatargetome","false","regulates","STAT3 regulates NEUROD2","9","NEUROD2"
"8322","hg19","regulates","STAT3 regulates NFAT5","STAT3","Metatargetome","false","regulates","STAT3 regulates NFAT5","9","NFAT5"
"8324","hg19","regulates","STAT3 regulates NFATC4","STAT3","Metatargetome","false","regulates","STAT3 regulates NFATC4","9","NFATC4"
"8326","hg19","regulates","STAT3 regulates NOB1","STAT3","Metatargetome","false","regulates","STAT3 regulates NOB1","9","NOB1"
"8328","hg19","regulates","STAT3 regulates NPHP4","STAT3","Metatargetome","false","regulates","STAT3 regulates NPHP4","9","NPHP4"
"8330","hg19","regulates","STAT3 regulates NRARP","STAT3","Metatargetome","false","regulates","STAT3 regulates NRARP","9","NRARP"
"8332","hg19","regulates","STAT3 regulates NTRK3","STAT3","Metatargetome","false","regulates","STAT3 regulates NTRK3","9","NTRK3"
"8334","hg19","regulates","STAT3 regulates NUDT13","STAT3","Metatargetome","false","regulates","STAT3 regulates NUDT13","9","NUDT13"
"8336","hg19","regulates","STAT3 regulates PCSK5","STAT3","Metatargetome","false","regulates","STAT3 regulates PCSK5","9","PCSK5"
"8338","hg19","regulates","STAT3 regulates PKP1","STAT3","Metatargetome","false","regulates","STAT3 regulates PKP1","9","PKP1"
"8340","hg19","regulates","STAT3 regulates PLEC","STAT3","Metatargetome","false","regulates","STAT3 regulates PLEC","9","PLEC"
"8342","hg19","regulates","STAT3 regulates POLD4","STAT3","Metatargetome","false","regulates","STAT3 regulates POLD4","9","POLD4"
"8344","hg19","regulates","STAT3 regulates PRKCD","STAT3","Metatargetome","false","regulates","STAT3 regulates PRKCD","9","PRKCD"
"8346","hg19","regulates","STAT3 regulates PROK1","STAT3","Metatargetome","false","regulates","STAT3 regulates PROK1","9","PROK1"
"8348","hg19","regulates","STAT3 regulates PTPRD","STAT3","Metatargetome","false","regulates","STAT3 regulates PTPRD","9","PTPRD"
"8350","hg19","regulates","STAT3 regulates PVRL1","STAT3","Metatargetome","false","regulates","STAT3 regulates PVRL1","9","PVRL1"
"8352","hg19","regulates","STAT3 regulates PYCARD","STAT3","Metatargetome","false","regulates","STAT3 regulates PYCARD","9","PYCARD"
"8354","hg19","regulates","STAT3 regulates RBM3","STAT3","Metatargetome","false","regulates","STAT3 regulates RBM3","9","RBM3"
"8356","hg19","regulates","STAT3 regulates RPL37","STAT3","Metatargetome","false","regulates","STAT3 regulates RPL37","9","RPL37"
"8358","hg19","regulates","STAT3 regulates SATB2","STAT3","Metatargetome","false","regulates","STAT3 regulates SATB2","9","SATB2"
"8360","hg19","regulates","STAT3 regulates SEC61G","STAT3","Metatargetome","false","regulates","STAT3 regulates SEC61G","9","SEC61G"
"8362","hg19","regulates","STAT3 regulates SH2B1","STAT3","Metatargetome","false","regulates","STAT3 regulates SH2B1","9","SH2B1"
"8364","hg19","regulates","STAT3 regulates SIK1","STAT3","Metatargetome","false","regulates","STAT3 regulates SIK1","9","SIK1"
"8366","hg19","regulates","STAT3 regulates SLAMF8","STAT3","Metatargetome","false","regulates","STAT3 regulates SLAMF8","9","SLAMF8"
"8368","hg19","regulates","STAT3 regulates SLC26A9","STAT3","Metatargetome","false","regulates","STAT3 regulates SLC26A9","9","SLC26A9"
"8370","hg19","regulates","STAT3 regulates SLC30A2","STAT3","Metatargetome","false","regulates","STAT3 regulates SLC30A2","9","SLC30A2"
"8372","hg19","regulates","STAT3 regulates SLC6A14","STAT3","Metatargetome","false","regulates","STAT3 regulates SLC6A14","9","SLC6A14"
"8374","hg19","regulates","STAT3 regulates SMAD6","STAT3","Metatargetome","false","regulates","STAT3 regulates SMAD6","9","SMAD6"
"8376","hg19","regulates","STAT3 regulates SP100","STAT3","Metatargetome","false","regulates","STAT3 regulates SP100","9","SP100"
"8378","hg19","regulates","STAT3 regulates SPTAN1","STAT3","Metatargetome","false","regulates","STAT3 regulates SPTAN1","9","SPTAN1"
"8380","hg19","regulates","STAT3 regulates SRPX","STAT3","Metatargetome","false","regulates","STAT3 regulates SRPX","9","SRPX"
"8382","hg19","regulates","STAT3 regulates SSTR1","STAT3","Metatargetome","false","regulates","STAT3 regulates SSTR1","9","SSTR1"
"8384","hg19","regulates","STAT3 regulates SSTR5","STAT3","Metatargetome","false","regulates","STAT3 regulates SSTR5","9","SSTR5"
"8386","hg19","regulates","STAT3 regulates STEAP4","STAT3","Metatargetome","false","regulates","STAT3 regulates STEAP4","9","STEAP4"
"8388","hg19","regulates","STAT3 regulates SUMO1","STAT3","Metatargetome","false","regulates","STAT3 regulates SUMO1","9","SUMO1"
"8390","hg19","regulates","STAT3 regulates SUPT16H","STAT3","Metatargetome","false","regulates","STAT3 regulates SUPT16H","9","SUPT16H"
"8392","hg19","regulates","STAT3 regulates TAF11","STAT3","Metatargetome","false","regulates","STAT3 regulates TAF11","9","TAF11"
"8394","hg19","regulates","STAT3 regulates TBC1D9","STAT3","Metatargetome","false","regulates","STAT3 regulates TBC1D9","9","TBC1D9"
"8396","hg19","regulates","STAT3 regulates TBX2","STAT3","Metatargetome","false","regulates","STAT3 regulates TBX2","9","TBX2"
"8398","hg19","regulates","STAT3 regulates TCF7L2","STAT3","Metatargetome","false","regulates","STAT3 regulates TCF7L2","9","TCF7L2"
"8400","hg19","regulates","STAT3 regulates TEK","STAT3","Metatargetome","false","regulates","STAT3 regulates TEK","9","TEK"
"8402","hg19","regulates","STAT3 regulates TGM5","STAT3","Metatargetome","false","regulates","STAT3 regulates TGM5","9","TGM5"
"8404","hg19","regulates","STAT3 regulates TIAF1","STAT3","Metatargetome","false","regulates","STAT3 regulates TIAF1","9","TIAF1"
"8406","hg19","regulates","STAT3 regulates TLE3","STAT3","Metatargetome","false","regulates","STAT3 regulates TLE3","9","TLE3"
"8408","hg19","regulates","STAT3 regulates TLN1","STAT3","Metatargetome","false","regulates","STAT3 regulates TLN1","9","TLN1"
"8410","hg19","regulates","STAT3 regulates TNFRSF13B","STAT3","Metatargetome","false","regulates","STAT3 regulates TNFRSF13B","9","TNFRSF13B"
"8412","hg19","regulates","STAT3 regulates TNFSF10","STAT3","Metatargetome","false","regulates","STAT3 regulates TNFSF10","9","TNFSF10"
"8414","hg19","regulates","STAT3 regulates TRAF3","STAT3","Metatargetome","false","regulates","STAT3 regulates TRAF3","9","TRAF3"
"8416","hg19","regulates","STAT3 regulates TRAF4","STAT3","Metatargetome","false","regulates","STAT3 regulates TRAF4","9","TRAF4"
"8418","hg19","regulates","STAT3 regulates TRPS1","STAT3","Metatargetome","false","regulates","STAT3 regulates TRPS1","9","TRPS1"
"8420","hg19","regulates","STAT3 regulates USP25","STAT3","Metatargetome","false","regulates","STAT3 regulates USP25","9","USP25"
"8422","hg19","regulates","STAT3 regulates USP3","STAT3","Metatargetome","false","regulates","STAT3 regulates USP3","9","USP3"
"8424","hg19","regulates","STAT3 regulates VAX1","STAT3","Metatargetome","false","regulates","STAT3 regulates VAX1","9","VAX1"
"8426","hg19","regulates","STAT3 regulates VEZF1","STAT3","Metatargetome","false","regulates","STAT3 regulates VEZF1","9","VEZF1"
"8428","hg19","regulates","STAT3 regulates ZMIZ1","STAT3","Metatargetome","false","regulates","STAT3 regulates ZMIZ1","9","ZMIZ1"
"8430","hg19","regulates","STAT3 regulates ZNF155","STAT3","Metatargetome","false","regulates","STAT3 regulates ZNF155","9","ZNF155"
"8432","hg19","regulates","STAT3 regulates ZNF283","STAT3","Metatargetome","false","regulates","STAT3 regulates ZNF283","9","ZNF283"
"8434","hg19","regulates","STAT3 regulates ZNF497","STAT3","Metatargetome","false","regulates","STAT3 regulates ZNF497","9","ZNF497"
"8436","hg19","regulates","STAT3 regulates ZNF501","STAT3","Metatargetome","false","regulates","STAT3 regulates ZNF501","9","ZNF501"
"8438","hg19","regulates","STAT3 regulates ZNF544","STAT3","Metatargetome","false","regulates","STAT3 regulates ZNF544","9","ZNF544"
"8440","hg19","regulates","STAT3 regulates ZNF628","STAT3","Metatargetome","false","regulates","STAT3 regulates ZNF628","9","ZNF628"
"8442","hg19","regulates","STAT3 regulates ABCC3","STAT3","Metatargetome","false","regulates","STAT3 regulates ABCC3","8","ABCC3"
"8444","hg19","regulates","STAT3 regulates ACE2","STAT3","Metatargetome","false","regulates","STAT3 regulates ACE2","8","ACE2"
"8446","hg19","regulates","STAT3 regulates ADAMTS5","STAT3","Metatargetome","false","regulates","STAT3 regulates ADAMTS5","8","ADAMTS5"
"8448","hg19","regulates","STAT3 regulates ADAMTSL4","STAT3","Metatargetome","false","regulates","STAT3 regulates ADAMTSL4","8","ADAMTSL4"
"8450","hg19","regulates","STAT3 regulates ADSSL1","STAT3","Metatargetome","false","regulates","STAT3 regulates ADSSL1","8","ADSSL1"
"8452","hg19","regulates","STAT3 regulates AGTR2","STAT3","Metatargetome","false","regulates","STAT3 regulates AGTR2","8","AGTR2"
"8454","hg19","regulates","STAT3 regulates ALPK2","STAT3","Metatargetome","false","regulates","STAT3 regulates ALPK2","8","ALPK2"
"8456","hg19","regulates","STAT3 regulates ANK1","STAT3","Metatargetome","false","regulates","STAT3 regulates ANK1","8","ANK1"
"8458","hg19","regulates","STAT3 regulates ANXA4","STAT3","Metatargetome","false","regulates","STAT3 regulates ANXA4","8","ANXA4"
"8460","hg19","regulates","STAT3 regulates AP2B1","STAT3","Metatargetome","false","regulates","STAT3 regulates AP2B1","8","AP2B1"
"8462","hg19","regulates","STAT3 regulates ARID3A","STAT3","Metatargetome","false","regulates","STAT3 regulates ARID3A","8","ARID3A"
"8464","hg19","regulates","STAT3 regulates ATHL1","STAT3","Metatargetome","false","regulates","STAT3 regulates ATHL1","8","ATHL1"
"8466","hg19","regulates","STAT3 regulates ATN1","STAT3","Metatargetome","false","regulates","STAT3 regulates ATN1","8","ATN1"
"8468","hg19","regulates","STAT3 regulates ATP13A1","STAT3","Metatargetome","false","regulates","STAT3 regulates ATP13A1","8","ATP13A1"
"8470","hg19","regulates","STAT3 regulates BCKDK","STAT3","Metatargetome","false","regulates","STAT3 regulates BCKDK","8","BCKDK"
"8472","hg19","regulates","STAT3 regulates BECN1","STAT3","Metatargetome","false","regulates","STAT3 regulates BECN1","8","BECN1"
"8474","hg19","regulates","STAT3 regulates C1QC","STAT3","Metatargetome","false","regulates","STAT3 regulates C1QC","8","C1QC"
"8476","hg19","regulates","STAT3 regulates C7","STAT3","Metatargetome","false","regulates","STAT3 regulates C7","8","C7"
"8478","hg19","regulates","STAT3 regulates CADM1","STAT3","Metatargetome","false","regulates","STAT3 regulates CADM1","8","CADM1"
"8480","hg19","regulates","STAT3 regulates CCDC80","STAT3","Metatargetome","false","regulates","STAT3 regulates CCDC80","8","CCDC80"
"8482","hg19","regulates","STAT3 regulates CCL21","STAT3","Metatargetome","false","regulates","STAT3 regulates CCL21","8","CCL21"
"8484","hg19","regulates","STAT3 regulates CCR9","STAT3","Metatargetome","false","regulates","STAT3 regulates CCR9","8","CCR9"
"8486","hg19","regulates","STAT3 regulates CD82","STAT3","Metatargetome","false","regulates","STAT3 regulates CD82","8","CD82"
"8488","hg19","regulates","STAT3 regulates CDC42EP4","STAT3","Metatargetome","false","regulates","STAT3 regulates CDC42EP4","8","CDC42EP4"
"8490","hg19","regulates","STAT3 regulates CDH12","STAT3","Metatargetome","false","regulates","STAT3 regulates CDH12","8","CDH12"
"8492","hg19","regulates","STAT3 regulates CDR1","STAT3","Metatargetome","false","regulates","STAT3 regulates CDR1","8","CDR1"
"8494","hg19","regulates","STAT3 regulates CLDN9","STAT3","Metatargetome","false","regulates","STAT3 regulates CLDN9","8","CLDN9"
"8496","hg19","regulates","STAT3 regulates CNOT6","STAT3","Metatargetome","false","regulates","STAT3 regulates CNOT6","8","CNOT6"
"8498","hg19","regulates","STAT3 regulates CNR1","STAT3","Metatargetome","false","regulates","STAT3 regulates CNR1","8","CNR1"
"8500","hg19","regulates","STAT3 regulates CPEB1","STAT3","Metatargetome","false","regulates","STAT3 regulates CPEB1","8","CPEB1"
"8502","hg19","regulates","STAT3 regulates CPSF7","STAT3","Metatargetome","false","regulates","STAT3 regulates CPSF7","8","CPSF7"
"8504","hg19","regulates","STAT3 regulates CSRNP1","STAT3","Metatargetome","false","regulates","STAT3 regulates CSRNP1","8","CSRNP1"
"8506","hg19","regulates","STAT3 regulates CXCR4","STAT3","Metatargetome","false","regulates","STAT3 regulates CXCR4","8","CXCR4"
"8508","hg19","regulates","STAT3 regulates CYP1A1","STAT3","Metatargetome","false","regulates","STAT3 regulates CYP1A1","8","CYP1A1"
"8510","hg19","regulates","STAT3 regulates DBN1","STAT3","Metatargetome","false","regulates","STAT3 regulates DBN1","8","DBN1"
"8512","hg19","regulates","STAT3 regulates DDX5","STAT3","Metatargetome","false","regulates","STAT3 regulates DDX5","8","DDX5"
"8514","hg19","regulates","STAT3 regulates DEF6","STAT3","Metatargetome","false","regulates","STAT3 regulates DEF6","8","DEF6"
"8516","hg19","regulates","STAT3 regulates DGKZ","STAT3","Metatargetome","false","regulates","STAT3 regulates DGKZ","8","DGKZ"
"8518","hg19","regulates","STAT3 regulates DLGAP4","STAT3","Metatargetome","false","regulates","STAT3 regulates DLGAP4","8","DLGAP4"
"8520","hg19","regulates","STAT3 regulates EPHA4","STAT3","Metatargetome","false","regulates","STAT3 regulates EPHA4","8","EPHA4"
"8522","hg19","regulates","STAT3 regulates ESM1","STAT3","Metatargetome","false","regulates","STAT3 regulates ESM1","8","ESM1"
"8524","hg19","regulates","STAT3 regulates F3","STAT3","Metatargetome","false","regulates","STAT3 regulates F3","8","F3"
"8526","hg19","regulates","STAT3 regulates FAM125A","STAT3","Metatargetome","false","regulates","STAT3 regulates FAM125A","8","FAM125A"
"8528","hg19","regulates","STAT3 regulates FASLG","STAT3","Metatargetome","false","regulates","STAT3 regulates FASLG","8","FASLG"
"8530","hg19","regulates","STAT3 regulates FBXL14","STAT3","Metatargetome","false","regulates","STAT3 regulates FBXL14","8","FBXL14"
"8532","hg19","regulates","STAT3 regulates FEM1A","STAT3","Metatargetome","false","regulates","STAT3 regulates FEM1A","8","FEM1A"
"8534","hg19","regulates","STAT3 regulates FHOD1","STAT3","Metatargetome","false","regulates","STAT3 regulates FHOD1","8","FHOD1"
"8536","hg19","regulates","STAT3 regulates FOXC2","STAT3","Metatargetome","false","regulates","STAT3 regulates FOXC2","8","FOXC2"
"8538","hg19","regulates","STAT3 regulates FOXD3","STAT3","Metatargetome","false","regulates","STAT3 regulates FOXD3","8","FOXD3"
"8540","hg19","regulates","STAT3 regulates FXYD6","STAT3","Metatargetome","false","regulates","STAT3 regulates FXYD6","8","FXYD6"
"8542","hg19","regulates","STAT3 regulates GAB2","STAT3","Metatargetome","false","regulates","STAT3 regulates GAB2","8","GAB2"
"8544","hg19","regulates","STAT3 regulates GALNT10","STAT3","Metatargetome","false","regulates","STAT3 regulates GALNT10","8","GALNT10"
"8546","hg19","regulates","STAT3 regulates GCDH","STAT3","Metatargetome","false","regulates","STAT3 regulates GCDH","8","GCDH"
"8548","hg19","regulates","STAT3 regulates GCNT1","STAT3","Metatargetome","false","regulates","STAT3 regulates GCNT1","8","GCNT1"
"8550","hg19","regulates","STAT3 regulates GPR4","STAT3","Metatargetome","false","regulates","STAT3 regulates GPR4","8","GPR4"
"8552","hg19","regulates","STAT3 regulates HCCS","STAT3","Metatargetome","false","regulates","STAT3 regulates HCCS","8","HCCS"
"8554","hg19","regulates","STAT3 regulates HEY1","STAT3","Metatargetome","false","regulates","STAT3 regulates HEY1","8","HEY1"
"8556","hg19","regulates","STAT3 regulates HHEX","STAT3","Metatargetome","false","regulates","STAT3 regulates HHEX","8","HHEX"
"8558","hg19","regulates","STAT3 regulates HIF3A","STAT3","Metatargetome","false","regulates","STAT3 regulates HIF3A","8","HIF3A"
"8560","hg19","regulates","STAT3 regulates HIST1H4H","STAT3","Metatargetome","false","regulates","STAT3 regulates HIST1H4H","8","HIST1H4H"
"8562","hg19","regulates","STAT3 regulates HLA-DQA1","STAT3","Metatargetome","false","regulates","STAT3 regulates HLA-DQA1","8","HLA-DQA1"
"8564","hg19","regulates","STAT3 regulates HLA-DRB5","STAT3","Metatargetome","false","regulates","STAT3 regulates HLA-DRB5","8","HLA-DRB5"
"8566","hg19","regulates","STAT3 regulates HOMER1","STAT3","Metatargetome","false","regulates","STAT3 regulates HOMER1","8","HOMER1"
"8568","hg19","regulates","STAT3 regulates HOXA10","STAT3","Metatargetome","false","regulates","STAT3 regulates HOXA10","8","HOXA10"
"8570","hg19","regulates","STAT3 regulates HOXD11","STAT3","Metatargetome","false","regulates","STAT3 regulates HOXD11","8","HOXD11"
"8572","hg19","regulates","STAT3 regulates HSD17B7","STAT3","Metatargetome","false","regulates","STAT3 regulates HSD17B7","8","HSD17B7"
"8574","hg19","regulates","STAT3 regulates IKBKE","STAT3","Metatargetome","false","regulates","STAT3 regulates IKBKE","8","IKBKE"
"8576","hg19","regulates","STAT3 regulates IRF6","STAT3","Metatargetome","false","regulates","STAT3 regulates IRF6","8","IRF6"
"8578","hg19","regulates","STAT3 regulates KCNA1","STAT3","Metatargetome","false","regulates","STAT3 regulates KCNA1","8","KCNA1"
"8580","hg19","regulates","STAT3 regulates KCNJ1","STAT3","Metatargetome","false","regulates","STAT3 regulates KCNJ1","8","KCNJ1"
"8582","hg19","regulates","STAT3 regulates KCNJ9","STAT3","Metatargetome","false","regulates","STAT3 regulates KCNJ9","8","KCNJ9"
"8584","hg19","regulates","STAT3 regulates KDSR","STAT3","Metatargetome","false","regulates","STAT3 regulates KDSR","8","KDSR"
"8586","hg19","regulates","STAT3 regulates KIAA0195","STAT3","Metatargetome","false","regulates","STAT3 regulates KIAA0195","8","KIAA0195"
"8588","hg19","regulates","STAT3 regulates LATS1","STAT3","Metatargetome","false","regulates","STAT3 regulates LATS1","8","LATS1"
"8590","hg19","regulates","STAT3 regulates LDB2","STAT3","Metatargetome","false","regulates","STAT3 regulates LDB2","8","LDB2"
"8592","hg19","regulates","STAT3 regulates LGALS3","STAT3","Metatargetome","false","regulates","STAT3 regulates LGALS3","8","LGALS3"
"8594","hg19","regulates","STAT3 regulates LGR6","STAT3","Metatargetome","false","regulates","STAT3 regulates LGR6","8","LGR6"
"8596","hg19","regulates","STAT3 regulates LIF","STAT3","Metatargetome","false","regulates","STAT3 regulates LIF","8","LIF"
"8598","hg19","regulates","STAT3 regulates LIN28A","STAT3","Metatargetome","false","regulates","STAT3 regulates LIN28A","8","LIN28A"
"8600","hg19","regulates","STAT3 regulates LRCH4","STAT3","Metatargetome","false","regulates","STAT3 regulates LRCH4","8","LRCH4"
"8602","hg19","regulates","STAT3 regulates LTA","STAT3","Metatargetome","false","regulates","STAT3 regulates LTA","8","LTA"
"8604","hg19","regulates","STAT3 regulates LTB4R","STAT3","Metatargetome","false","regulates","STAT3 regulates LTB4R","8","LTB4R"
"8606","hg19","regulates","STAT3 regulates M6PR","STAT3","Metatargetome","false","regulates","STAT3 regulates M6PR","8","M6PR"
"8608","hg19","regulates","STAT3 regulates MAGI1","STAT3","Metatargetome","false","regulates","STAT3 regulates MAGI1","8","MAGI1"
"8610","hg19","regulates","STAT3 regulates MAMLD1","STAT3","Metatargetome","false","regulates","STAT3 regulates MAMLD1","8","MAMLD1"
"8612","hg19","regulates","STAT3 regulates MAN1A1","STAT3","Metatargetome","false","regulates","STAT3 regulates MAN1A1","8","MAN1A1"
"8614","hg19","regulates","STAT3 regulates MAP4K2","STAT3","Metatargetome","false","regulates","STAT3 regulates MAP4K2","8","MAP4K2"
"8616","hg19","regulates","STAT3 regulates MNDA","STAT3","Metatargetome","false","regulates","STAT3 regulates MNDA","8","MNDA"
"8618","hg19","regulates","STAT3 regulates MOCS3","STAT3","Metatargetome","false","regulates","STAT3 regulates MOCS3","8","MOCS3"
"8620","hg19","regulates","STAT3 regulates MSX2","STAT3","Metatargetome","false","regulates","STAT3 regulates MSX2","8","MSX2"
"8622","hg19","regulates","STAT3 regulates MTMR4","STAT3","Metatargetome","false","regulates","STAT3 regulates MTMR4","8","MTMR4"
"8624","hg19","regulates","STAT3 regulates NFS1","STAT3","Metatargetome","false","regulates","STAT3 regulates NFS1","8","NFS1"
"8626","hg19","regulates","STAT3 regulates NGRN","STAT3","Metatargetome","false","regulates","STAT3 regulates NGRN","8","NGRN"
"8628","hg19","regulates","STAT3 regulates NMNAT1","STAT3","Metatargetome","false","regulates","STAT3 regulates NMNAT1","8","NMNAT1"
"8630","hg19","regulates","STAT3 regulates NRCAM","STAT3","Metatargetome","false","regulates","STAT3 regulates NRCAM","8","NRCAM"
"8632","hg19","regulates","STAT3 regulates NUMB","STAT3","Metatargetome","false","regulates","STAT3 regulates NUMB","8","NUMB"
"8634","hg19","regulates","STAT3 regulates NUP153","STAT3","Metatargetome","false","regulates","STAT3 regulates NUP153","8","NUP153"
"8636","hg19","regulates","STAT3 regulates OCIAD2","STAT3","Metatargetome","false","regulates","STAT3 regulates OCIAD2","8","OCIAD2"
"8638","hg19","regulates","STAT3 regulates P2RY13","STAT3","Metatargetome","false","regulates","STAT3 regulates P2RY13","8","P2RY13"
"8640","hg19","regulates","STAT3 regulates PAK3","STAT3","Metatargetome","false","regulates","STAT3 regulates PAK3","8","PAK3"
"8642","hg19","regulates","STAT3 regulates PALMD","STAT3","Metatargetome","false","regulates","STAT3 regulates PALMD","8","PALMD"
"8644","hg19","regulates","STAT3 regulates PCDH10","STAT3","Metatargetome","false","regulates","STAT3 regulates PCDH10","8","PCDH10"
"8646","hg19","regulates","STAT3 regulates PDZK1IP1","STAT3","Metatargetome","false","regulates","STAT3 regulates PDZK1IP1","8","PDZK1IP1"
"8648","hg19","regulates","STAT3 regulates PHF11","STAT3","Metatargetome","false","regulates","STAT3 regulates PHF11","8","PHF11"
"8650","hg19","regulates","STAT3 regulates PICALM","STAT3","Metatargetome","false","regulates","STAT3 regulates PICALM","8","PICALM"
"8652","hg19","regulates","STAT3 regulates PIPOX","STAT3","Metatargetome","false","regulates","STAT3 regulates PIPOX","8","PIPOX"
"8654","hg19","regulates","STAT3 regulates PLAGL1","STAT3","Metatargetome","false","regulates","STAT3 regulates PLAGL1","8","PLAGL1"
"8656","hg19","regulates","STAT3 regulates POLB","STAT3","Metatargetome","false","regulates","STAT3 regulates POLB","8","POLB"
"8658","hg19","regulates","STAT3 regulates POU3F1","STAT3","Metatargetome","false","regulates","STAT3 regulates POU3F1","8","POU3F1"
"8660","hg19","regulates","STAT3 regulates POU4F2","STAT3","Metatargetome","false","regulates","STAT3 regulates POU4F2","8","POU4F2"
"8662","hg19","regulates","STAT3 regulates PPIP5K1","STAT3","Metatargetome","false","regulates","STAT3 regulates PPIP5K1","8","PPIP5K1"
"8664","hg19","regulates","STAT3 regulates PRKAA2","STAT3","Metatargetome","false","regulates","STAT3 regulates PRKAA2","8","PRKAA2"
"8666","hg19","regulates","STAT3 regulates PRSS23","STAT3","Metatargetome","false","regulates","STAT3 regulates PRSS23","8","PRSS23"
"8668","hg19","regulates","STAT3 regulates PTK7","STAT3","Metatargetome","false","regulates","STAT3 regulates PTK7","8","PTK7"
"8670","hg19","regulates","STAT3 regulates PTPN1","STAT3","Metatargetome","false","regulates","STAT3 regulates PTPN1","8","PTPN1"
"8672","hg19","regulates","STAT3 regulates PTPN12","STAT3","Metatargetome","false","regulates","STAT3 regulates PTPN12","8","PTPN12"
"8674","hg19","regulates","STAT3 regulates PUS3","STAT3","Metatargetome","false","regulates","STAT3 regulates PUS3","8","PUS3"
"8676","hg19","regulates","STAT3 regulates PVRL2","STAT3","Metatargetome","false","regulates","STAT3 regulates PVRL2","8","PVRL2"
"8678","hg19","regulates","STAT3 regulates RAB1A","STAT3","Metatargetome","false","regulates","STAT3 regulates RAB1A","8","RAB1A"
"8680","hg19","regulates","STAT3 regulates RASSF5","STAT3","Metatargetome","false","regulates","STAT3 regulates RASSF5","8","RASSF5"
"8682","hg19","regulates","STAT3 regulates RBCK1","STAT3","Metatargetome","false","regulates","STAT3 regulates RBCK1","8","RBCK1"
"8684","hg19","regulates","STAT3 regulates RCAN1","STAT3","Metatargetome","false","regulates","STAT3 regulates RCAN1","8","RCAN1"
"8686","hg19","regulates","STAT3 regulates RHOG","STAT3","Metatargetome","false","regulates","STAT3 regulates RHOG","8","RHOG"
"8688","hg19","regulates","STAT3 regulates RIN3","STAT3","Metatargetome","false","regulates","STAT3 regulates RIN3","8","RIN3"
"8690","hg19","regulates","STAT3 regulates RNASE1","STAT3","Metatargetome","false","regulates","STAT3 regulates RNASE1","8","RNASE1"
"8692","hg19","regulates","STAT3 regulates RNF19A","STAT3","Metatargetome","false","regulates","STAT3 regulates RNF19A","8","RNF19A"
"8694","hg19","regulates","STAT3 regulates RNF44","STAT3","Metatargetome","false","regulates","STAT3 regulates RNF44","8","RNF44"
"8696","hg19","regulates","STAT3 regulates ROBO4","STAT3","Metatargetome","false","regulates","STAT3 regulates ROBO4","8","ROBO4"
"8698","hg19","regulates","STAT3 regulates RPS3","STAT3","Metatargetome","false","regulates","STAT3 regulates RPS3","8","RPS3"
"8700","hg19","regulates","STAT3 regulates RPS7","STAT3","Metatargetome","false","regulates","STAT3 regulates RPS7","8","RPS7"
"8702","hg19","regulates","STAT3 regulates RYR1","STAT3","Metatargetome","false","regulates","STAT3 regulates RYR1","8","RYR1"
"8704","hg19","regulates","STAT3 regulates S100A10","STAT3","Metatargetome","false","regulates","STAT3 regulates S100A10","8","S100A10"
"8706","hg19","regulates","STAT3 regulates SAV1","STAT3","Metatargetome","false","regulates","STAT3 regulates SAV1","8","SAV1"
"8708","hg19","regulates","STAT3 regulates SCG2","STAT3","Metatargetome","false","regulates","STAT3 regulates SCG2","8","SCG2"
"8710","hg19","regulates","STAT3 regulates SCRG1","STAT3","Metatargetome","false","regulates","STAT3 regulates SCRG1","8","SCRG1"
"8712","hg19","regulates","STAT3 regulates SCRT2","STAT3","Metatargetome","false","regulates","STAT3 regulates SCRT2","8","SCRT2"
