fromNode toNode weight direction fromAltName toAltName
Chordc1 Gm6741 0.176980692426357 undirected NA NA
Chordc1 Gm7120 0.0238185162515128 undirected NA NA
Chordc1 Gstk1 0.0817828983438603 undirected NA NA
Chordc1 Hsp90b1 0.327226429722513 undirected NA NA
Chordc1 Hspa1b 0.194053852571001 undirected NA NA
Chordc1 Hspa5 0.453463711643615 undirected NA NA
Chordc1 Hspb1 0.355887603687759 undirected NA NA
Chordc1 Insig1 0.136589712988046 undirected NA NA
Chordc1 Iqgap2 0.0593186142081092 undirected NA NA
Chordc1 Klhl29 0.297573258921263 undirected NA NA
Chordc1 Magt1 0.0804243912936829 undirected NA NA
Chordc1 Manf 0.46269541441953 undirected NA NA
Chordc1 Mapk12 0.0484048359252315 undirected NA NA
Chordc1 Mical1 0.271944734259994 undirected NA NA
Chordc1 Mllt3 0.180525595742795 undirected NA NA
Chordc1 Pdia3 0.466132567238317 undirected NA NA
Chordc1 Pdia4 0.339653830808006 undirected NA NA
Chordc1 Pdia6 0.516445265731478 undirected NA NA
Chordc1 Pstpip2 0.123577513650204 undirected NA NA
Chordc1 Rab34 0.0249543487711153 undirected NA NA
Chordc1 Rps6ka5 0.04554735245475 undirected NA NA
Chordc1 Sars2 0.210086857369472 undirected NA NA
Chordc1 Sc4mol 0.0786816971791201 undirected NA NA
Chordc1 Sdf2l1 0.496655965611992 undirected NA NA
Chordc1 Sh3rf3 0.218768761250669 undirected NA NA
Chordc1 Slc6a13 0.271885091118103 undirected NA NA
Chordc1 Spice1 0.163218565081595 undirected NA NA
Chordc1 Srebf1 0.149684951619014 undirected NA NA
Chordc1 Stard4 0.111253016080094 undirected NA NA
Chordc1 Tnni1 0.0615540460831023 undirected NA NA
Chordc1 Tox 0.0320890844136164 undirected NA NA
Chordc1 Wdr6 0.0595481572197851 undirected NA NA
Chordc1 Xbp1 0.341386024612185 undirected NA NA
Chordc1 Zdhhc14 0.13424766988048 undirected NA NA
Creld2 Cryab 0.0803325015163653 undirected NA NA
Creld2 Cys1 0.220423662618582 undirected NA NA
Creld2 Dhcr24 0.0244224048496799 undirected NA NA
Creld2 Dnajb11 0.262357522957681 undirected NA NA
Creld2 Dnajc3 0.444078207169047 undirected NA NA
Creld2 E130307A14Rik 0.0420229782119734 undirected NA NA
Creld2 Fdft1 0.036461801874113 undirected NA NA
Creld2 Fdps 0.232169904852877 undirected NA NA
Creld2 Gm6741 0.204828311973279 undirected NA NA
Creld2 Gm7120 0.0472547073483355 undirected NA NA
Creld2 Gstk1 0.132659056289202 undirected NA NA
Creld2 Hsp90b1 0.348446561731592 undirected NA NA
Creld2 Hspa1b 0.283154265043258 undirected NA NA
Creld2 Hspa5 0.418578272313049 undirected NA NA
Creld2 Hspb1 0.320904890434685 undirected NA NA
Creld2 Insig1 0.181868491108773 undirected NA NA
Creld2 Iqgap2 0.125086716190201 undirected NA NA
Creld2 Klhl29 0.306784447998786 undirected NA NA
Creld2 Magt1 0.132198557032336 undirected NA NA
Creld2 Manf 0.390031630306356 undirected NA NA
Creld2 Mapk12 0.0683908327515572 undirected NA NA
Creld2 Mas1 0.0248326647110584 undirected NA NA
Creld2 Mical1 0.285645986025443 undirected NA NA
Creld2 Mllt3 0.300363687749054 undirected NA NA
Creld2 Pdia3 0.44394679659266 undirected NA NA
Creld2 Pdia4 0.315359114961508 undirected NA NA
Creld2 Pdia6 0.449467746453441 undirected NA NA
Creld2 Pstpip2 0.167253568487574 undirected NA NA
Creld2 Rab34 0.0577560273883521 undirected NA NA
Creld2 Rps6ka5 0.0649890690769262 undirected NA NA
Creld2 Sars2 0.226654600097531 undirected NA NA
Creld2 Sc4mol 0.112723425442307 undirected NA NA
Creld2 Sdf2l1 0.411468296091564 undirected NA NA
Creld2 Sh3rf3 0.242842131467039 undirected NA NA
Creld2 Simc1 0.0279542322500296 undirected NA NA
Creld2 Slc6a13 0.237351742126464 undirected NA NA
Creld2 Spice1 0.247833753393414 undirected NA NA
Creld2 Srebf1 0.173894478215373 undirected NA NA
Creld2 Stard4 0.141787991730992 undirected NA NA
Creld2 Taf6l 0.0256892022357456 undirected NA NA
Creld2 Tnni1 0.0933094925561421 undirected NA NA
Creld2 Tox 0.066108565335564 undirected NA NA
Creld2 Wdr6 0.102795845192897 undirected NA NA
Creld2 Xbp1 0.337650859234178 undirected NA NA
Creld2 Zdhhc14 0.187138897990522 undirected NA NA
Creld2 Zfp316 0.0341462949511193 undirected NA NA
Cryab Cys1 0.158954405777694 undirected NA NA
Cryab Dhcr24 0.0825145632113226 undirected NA NA
Cryab Dnajb11 0.0500449963460891 undirected NA NA
Cryab Dnajc3 0.0945773378483055 undirected NA NA
Cryab Fdft1 0.106099436782369 undirected NA NA
Cryab Fdps 0.183913346224761 undirected NA NA
Cryab Gm6741 0.122669509524795 undirected NA NA
Cryab Gm7120 0.0573657098423331 undirected NA NA
Cryab Hsp90b1 0.0445789220208084 undirected NA NA
Cryab Hspa5 0.0940230842744344 undirected NA NA
Cryab Hspb1 0.0858354051779327 undirected NA NA
Cryab Insig1 0.10036422236906 undirected NA NA
Cryab Iqgap2 0.0339680731941603 undirected NA NA
Cryab Klhl29 0.0809492069439791 undirected NA NA
Cryab Lamr1-ps1 0.217742975658109 undirected NA NA
Cryab Lime1 0.0571223747936071 undirected NA NA
Cryab Magt1 0.0373622904656165 undirected NA NA
